,228_store_name,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,184_store_devices,hola_somos_estudiantes_del_tec_de_monterrey_estamos_realiz,le_comento_que_toda_esta_informacin_es_confidencial,233_date_establishment,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,155_sales_registers_used_for,19_tax_id,310_burnout,186_internet_connection,210_sales_channels,189_payment_methods,28_prefered_payment_method,31_different_prices_payment_method,269_cash_discount,270_card_extra_charge,271_card_fee,30_payment_methods_large_purchases,214_customer_relationship_tools,33_credit_to_customers,35_interest_rate,38_average_margin_profits,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,77_delivery_timeslots,79_delivery_vehicle,64_comission_services,66_percentaje_services_income,69_why_not_services,311_topups,312_payment_of_utilities,313_home_deliveries,314_reception_delivery_packages,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,47_willingness_reorder_suppliers_lower_prices,43_willingness_share_sales_data_suppliers,58_willingness_share_sales_data_mse,59_willingness_share_sales_data_mse_better_prices,185_place_orders_suppliers,53_special_conditions_suppliers,278_credit_interest,192_procurement_planning_tools,277_payment_method_suppliers,56_procurement_changes_pandemic,279_changes_procurement_pandemic,157_frequency_organize_shelves,158_charact_organize_products_on_shelves,161_actions_stockouts,162_inventory_extra_space,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,254_technology_roadmap,260_technology_scalable,261_technology_organization,262_technology_serve_customers,263_technology_secure_sales,264_technology_budget,267_technology_investment_customer_preferences,234_willingness_participate_workshop,97_number_of_customers_in_store,268_number_fridges,104_how_many_shelves_does_the_micro_retailer_have,2_current_permanent_employees,4_number_permanent_employees_last_year,103_number_own_fridges,145_number_direct_competitors,24_burnout,272_card_days_receive_money,276_expected_days_informal_credit,36_credit_default_rate,315_frequency_topups,316_frequency_utility_bills,317_home_deliveries,62_frequency_only_services,78_number_home_deliveries_week,172_supplier_frequency
147,Ferretería Ambriz,Grocery store (aka. nanostore),yes,yes,no,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Smartphone",yes,yes,2008-02-07,No cambió,Aumentó 15%,yes,Software especializado + computadora,Software especializado + computadora,No los uso,yes,no,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Redes sociales,yes,no,35%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,1-5%,No conozco los servicios,Algo en desacuerdo,Totalmente de acuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,"Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Crédito,0,Ninguna,Tarjeta de débito y/o crédito,no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,20%,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,yes,2.0,0.0,6.0,2.0,2.0,2.5,2.0,4.2,1.0,15.0,1.6,9.0,28.5,13.6,10.5,2.0,3.0
148,Ambar,Grocery store (aka. nanostore),no,no,yes,Dataphone (i.e. card payments),yes,yes,2008-11-07,No cambió,Aumentó 15%,yes,En papel,En papel,No los uso,yes,no,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Ninguna,no,no,35%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,1-5%,No conozco los servicios,Algo en desacuerdo,Totalmente de acuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,"Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Crédito,0,Ninguna,Tarjeta de débito y/o crédito,no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Anualmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,0,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,no,0.0,0.0,12.0,1.0,1.0,2.5,0.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0
149,Burbuja Lavanderías,Laundry Store,no,no,yes,"Dataphone (i.e. card payments),Security cameras",yes,yes,2002-09-07,Aumentó 25%,No cambió,no,En Excel,Software especializado + computadora,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Ninguna,no,no,35%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,1-5%,No conozco los servicios,Algo en desacuerdo,Totalmente de acuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,"Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Crédito,0,Ninguna,Tarjeta de débito y/o crédito,no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Anualmente,Tamaño,Solicitar tiempo al cliente para conseguir el producto,0,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,no,5.0,0.0,1.0,2.0,2.0,2.5,4.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0
150,De Haro,Grocery store (aka. nanostore),no,yes,no,None,yes,yes,1990-11-07,Aumentó 25%,No cambió,no,No lo hago,No lo hago,No los uso,no,no,no,Llamada a Teléfono fijo,Efectivo,Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Ninguna,no,no,35%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,1-5%,No conozco los servicios,Algo en desacuerdo,Totalmente de acuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,"Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Crédito,0,Ninguna,Tarjeta de débito y/o crédito,no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Nunca,Tamaño,Solicitar tiempo al cliente para conseguir el producto,0,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,no,0.0,0.0,8.0,0.0,0.0,2.5,2.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0
151,Barbamala,barber shop,no,no,no,"Analog cash register,POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",yes,yes,2018-10-18,No cambió,No cambió,no,Software especializado + computadora,"En Excel,Software especializado + computadora",No los uso,yes,yes,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Aplicación móvil,no,no,10%,Excel,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,1-5%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Descuento por compras anticipadas,0,Software especializado,"Efectivo,Tarjeta de débito y/o crédito",yes,Aumentar la cantidad del pedido,Semanalmente,Precio,"Informar al proveedor,Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto,pedir en otra sucursal",0,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,no,4.0,1.0,3.0,6.0,6.0,2.5,3.0,3.0,0.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0
152,Papelomas,Dairy products,no,no,no,"Analog cash register,POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",yes,yes,2018-10-17,No cambió,Aumentó 15%,yes,Software especializado + computadora,Software especializado + computadora,No los uso,yes,yes,yes,"Llamada a Teléfono celular,WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Aplicación móvil,no,no,15%,Excel,no,Entrega a domicilio,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,5%,11-15%,No conozco los servicios,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,En persona,"Descuento por compras anticipadas,Recompra",0,Excel,Tarjeta de débito y/o crédito,yes,Disminuir la frecuencia de pedidos,Diariamente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,50% +,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,no,4.0,0.0,4.0,2.0,3.0,2.5,2.0,2.0,0.0,14.2,1.6,9.0,28.5,8.0,0.0,2.0,2.0
153,Rey patata ,Micro-restaurant (aka. fondita),no,no,no,"Dataphone (i.e. card payments),Smartphone",yes,yes,2022-01-13,No cambió,Aumentó 15%,yes,En papel,En papel,No los uso,no,no,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Redes sociales,no,no,20%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,5%,11-15%,No creo que represente grandes ingresos,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Página web del proveedor,"Descuento por compras anticipadas,Recompra",0,Ninguna,Tarjeta de débito y/o crédito,no,Disminuir la frecuencia de pedidos,Diariamente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)","Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",20%,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,yes,5.0,1.0,1.0,3.0,1.9,1.0,0.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0
154,Ferretería ROBCAS,ferretería ,yes,no,no,"Dataphone (i.e. card payments),Security cameras",yes,yes,2012-09-15,No cambió,Aumentó 15%,yes,"En Excel,En papel",No lo hago,PEPS,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Redes sociales,no,no,40%,"Cuaderno,Excel",no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,5%,11-15%,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,"En persona,Mensajería instantánea (e.g. WhatsApp)",Crédito,0,"Cuaderno,Excel","Efectivo,Transferencia interbancaria",yes,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)","Informar al proveedor,Perder la venta",0,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,yes,4.0,0.0,0.0,0.0,0.0,2.5,5.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0
155,Antojitos Vero,Micro-restaurant (aka. fondita),no,no,no,Smartphone,yes,yes,2022-08-26,No cambió,Aumentó 15%,yes,En papel,En papel,PEPS,no,yes,no,"Llamada a Teléfono celular,WhatsApp","Efectivo,Transferencia interbancaria",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Redes sociales,no,no,30%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,5%,11-15%,No sabe cómo involucrarse,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,"En persona,Llamada telefónica",Descuento por compras anticipadas,0,Cuaderno,Efectivo,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Ofrecer un producto sustituto,0,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,yes,1.0,1.0,2.0,2.0,1.9,2.5,0.0,4.3,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,2.0
156,Lavandería tintorería ,lavandería ,yes,no,no,Smartphone,yes,yes,2020-10-15,No cambió,No cambió,yes,En papel,En papel,PEPS,yes,no,no,WhatsApp,Efectivo,Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Redes sociales,no,no,40%,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,5%,11-15%,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Descuento por compras anticipadas,0,Cuaderno,Efectivo,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,Tamaño,Solicitar tiempo al cliente para conseguir el producto,0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,yes,1.0,0.0,0.0,2.0,2.0,2.5,4.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0
157,All mobile,tecnología ,no,no,no,"Dataphone (i.e. card payments),Security cameras,Smartphone",yes,yes,2012-09-15,No cambió,Aumentó 15%,yes,En papel,En papel,PEPS,no,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Ninguna,no,no,30%,Ninguna,yes,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,5%,11-15%,No creo que represente grandes ingresos,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Descuento por compras anticipadas,0,Cuaderno,"Efectivo,Transferencia interbancaria",yes,Ninguna de las anteriores,Nunca,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,10%,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,yes,0.0,0.0,0.0,2.0,2.0,2.5,4.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,7.0
158,Púa púa,Micro-restaurant (aka. fondita),no,no,no,"Analog cash register,Dataphone (i.e. card payments),Security cameras,Smartphone",yes,yes,2020-11-05,Aumentó 25%,No cambió,yes,En Excel,En Excel,PEPS,yes,yes,yes,"Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Redes sociales,yes,no,25%,Ninguna,no,Entrega a domicilio,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,5%,11-15%,No creo que represente grandes ingresos,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Llamada telefónica,Crédito,0,Excel,"Efectivo,Transferencia interbancaria",no,Ninguna de las anteriores,Semanalmente,Refrigeración,Ofrecer un producto sustituto,20%,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,yes,0.0,2.0,1.0,3.0,2.0,2.5,5.0,3.0,1.0,2.0,0.0,9.0,28.5,13.6,10.5,2.0,1.0
159,Splashbit,Grocery store (aka. nanostore),no,no,no,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Security cameras",yes,yes,2019-11-07,No cambió,No cambió,yes,No lo hago,No lo hago,PEPS,yes,no,yes,WhatsApp,Efectivo,Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Redes sociales,no,no,25%,Ninguna,no,Entrega a domicilio,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,5%,11-15%,No creo que represente grandes ingresos,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Llamada telefónica,Crédito,0,Excel,"Efectivo,Transferencia interbancaria",no,Ninguna de las anteriores,Semanalmente,Tamaño,Ofrecer un producto sustituto,30%,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,no,2.0,0.0,1.0,2.0,2.0,2.5,1.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0
160,Camisería Alfonso,Tailor (sastrería),no,yes,no,"Analog cash register,Dataphone (i.e. card payments),Security cameras,Smartphone",yes,yes,1952-01-04,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,PEPS,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,"Aplicación móvil,Redes sociales",no,no,30%,En físico ,no,Entrega a domicilio,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,2,11-15%,No creo que represente grandes ingresos,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,"Email,En persona","Consignación,Descuento por compras anticipadas,Recompra",6-8%,Excel,Transferencia interbancaria,no,Ninguna de las anteriores,Mensualmente,Margen de utilidad,"Informar al proveedor,Solicitar tiempo al cliente para conseguir el producto",20%,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,yes,2.0,1.6,13.0,1.0,2.0,2.5,4.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,35.0,2.0,1.0
161,El encanto ,Grocery store (aka. nanostore),yes,no,yes,"POS system (i.e. computer + bar code scanner + printer),Smartphone",yes,yes,2022-05-09,No cambió,No cambió,yes,"Aplicación móvil (i.e. App) + smartphone,En Excel","Aplicación móvil (i.e. App) + smartphone,En Excel,En papel",PEPS,no,yes,yes,"Llamada a Teléfono celular,WhatsApp",Efectivo,Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Teléfono celular ,no,no,30%,"Aplicación móvil,Excel",no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,2,11-15%,"Es muy caro,No quiero involucrarme con la tecnología",Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,"En persona,Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Descuento por compras anticipadas,6-8%,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,Ninguna de las anteriores,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Refrigeración",Perder la venta,10%,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,yes,0.0,3.0,1.0,0.0,0.0,2.0,7.0,7.0,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0
162,Textil Unicres,Grocery store (aka. nanostore),no,yes,no,Security cameras,yes,yes,2021-11-03,No cambió,40,yes,En Excel,"En Excel,En papel",PEPS,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Transferencia interbancaria",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Aplicación móvil,no,no,35%,Excel,no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,4%,1-5%,"Es muy caro,No quiero involucrarme con la tecnología",Algo de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Mensaje de texto (SMS),"Crédito,Descuento por compras anticipadas",0,Excel,Transferencia interbancaria,no,Ninguna de las anteriores,Diariamente,Margen de utilidad,Solicitar tiempo al cliente para conseguir el producto,50% +,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,yes,0.0,0.0,0.0,3.0,2.0,2.5,4.0,4.2,1.0,14.2,1.6,1.0,28.5,13.6,1.0,2.0,3.0
163,La Gardenia,Micro-restaurant (aka. fondita),yes,no,yes,"POS system (i.e. computer + bar code scanner + printer),Smartphone",no,yes,2021-11-03,No cambió,40,yes,En Excel,"En Excel,En papel",PEPS,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Transferencia interbancaria",Efectivo,no,6-10%,0,,Tarjeta de débito y/o crédito,Aplicación móvil,no,no,35%,Excel,no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,4%,1-5%,"Es muy caro,No quiero involucrarme con la tecnología",Algo de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Mensaje de texto (SMS),"Crédito,Descuento por compras anticipadas",0,Excel,Transferencia interbancaria,no,Ninguna de las anteriores,Diariamente,Margen de utilidad,Solicitar tiempo al cliente para conseguir el producto,50% +,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,yes,1.2,3.0,2.0,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0
