,228_store_name,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,184_store_devices,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,155_sales_registers_used_for,19_tax_id,310_burnout,186_internet_connection,210_sales_channels,189_payment_methods,28_prefered_payment_method,31_different_prices_payment_method,271_card_fee,273_platform_extra_charge,274_platform_fee,275_platform_days_receive_money,30_payment_methods_large_purchases,214_customer_relationship_tools,33_credit_to_customers,35_interest_rate,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,77_delivery_timeslots,79_delivery_vehicle,64_comission_services,69_why_not_services,311_topups,312_payment_of_utilities,313_home_deliveries,314_reception_delivery_packages,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,47_willingness_reorder_suppliers_lower_prices,43_willingness_share_sales_data_suppliers,58_willingness_share_sales_data_mse,59_willingness_share_sales_data_mse_better_prices,185_place_orders_suppliers,53_special_conditions_suppliers,278_credit_interest,192_procurement_planning_tools,277_payment_method_suppliers,56_procurement_changes_pandemic,279_changes_procurement_pandemic,161_actions_stockouts,162_inventory_extra_space,163_number_high_perishable_products,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,254_technology_roadmap,260_technology_scalable,261_technology_organization,262_technology_serve_customers,263_technology_secure_sales,264_technology_budget,267_technology_investment_customer_preferences,318_shopkeeper_name
151,Barbamala,barber shop,no,no,no,"Analog cash register,POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",No cambió,No cambió,no,Software especializado + computadora,"En Excel,Software especializado + computadora",No los uso,yes,yes,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,Aplicación móvil,no,,Excel,no,Ninguno,,,,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Descuento por compras anticipadas,,Software especializado,"Efectivo,Tarjeta de débito y/o crédito",yes,Aumentar la cantidad del pedido,"Informar al proveedor,Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto,pedir en otra sucursal",0,0.0,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Martha
152,Papelomas,Dairy products,no,no,no,"Analog cash register,POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",No cambió,Aumentó 15%,yes,Software especializado + computadora,Software especializado + computadora,No los uso,yes,yes,yes,"Llamada a Teléfono celular,WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Aplicación móvil,no,,Excel,no,Entrega a domicilio,,,5%,No conozco los servicios,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,En persona,"Descuento por compras anticipadas,Recompra",,Excel,Tarjeta de débito y/o crédito,yes,Disminuir la frecuencia de pedidos,Solicitar tiempo al cliente para conseguir el producto,50% +,0.0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Martha
153,Rey patata ,Micro-restaurant (aka. fondita),no,no,no,"Dataphone (i.e. card payments),Smartphone",No cambió,Aumentó 15%,yes,En papel,En papel,No los uso,no,no,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,Redes sociales,no,,Ninguna,no,Ninguno,,,,No creo que represente grandes ingresos,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Página web del proveedor,,,Ninguna,,no,,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",20%,15.0,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Mayra
154,Ferretería ROBCAS,ferretería ,yes,no,no,"Dataphone (i.e. card payments),Security cameras",No cambió,Aumentó 15%,yes,"En Excel,En papel",No lo hago,PEPS,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Redes sociales,no,,"Cuaderno,Excel",no,Ninguno,,,,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,"En persona,Mensajería instantánea (e.g. WhatsApp)",Crédito,0,"Cuaderno,Excel","Efectivo,Transferencia interbancaria",yes,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos","Informar al proveedor,Perder la venta",0,0.0,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Victoria 
155,Antojitos Vero,Micro-restaurant (aka. fondita),no,no,no,Smartphone,No cambió,Aumentó 15%,yes,En papel,En papel,PEPS,no,yes,no,"Llamada a Teléfono celular,WhatsApp","Efectivo,Transferencia interbancaria",Efectivo,no,,,,,,Redes sociales,no,,Ninguna,no,Ninguno,,,,No sabe cómo involucrarse,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,"En persona,Llamada telefónica",Descuento por compras anticipadas,,Cuaderno,Efectivo,no,,Ofrecer un producto sustituto,0,20.0,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Esperanza Verónica 
156,Lavandería tintorería ,lavandería ,yes,no,no,Smartphone,No cambió,No cambió,yes,En papel,En papel,PEPS,yes,no,no,WhatsApp,Efectivo,Efectivo,no,,,,,,Redes sociales,no,,Cuaderno,no,Ninguno,,,,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Mensajería instantánea (e.g. WhatsApp),,,Cuaderno,Efectivo,no,,Solicitar tiempo al cliente para conseguir el producto,0,0.0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Maria Guadalupe 
157,All mobile,tecnología ,no,no,no,"Dataphone (i.e. card payments),Security cameras,Smartphone",No cambió,Aumentó 15%,yes,En papel,En papel,PEPS,no,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Ninguna,no,,Ninguna,yes,Ninguno,,,,No creo que represente grandes ingresos,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Mensajería instantánea (e.g. WhatsApp),,,Cuaderno,"Efectivo,Transferencia interbancaria",yes,Ninguna de las anteriores,Solicitar tiempo al cliente para conseguir el producto,10%,0.0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Angel
158,Púa púa,Micro-restaurant (aka. fondita),no,no,no,"Analog cash register,Dataphone (i.e. card payments),Security cameras,Smartphone",Aumentó 25%,No cambió,yes,En Excel,En Excel,PEPS,yes,yes,yes,"Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Redes sociales,yes,no,Ninguna,no,Entrega a domicilio,,,,No creo que represente grandes ingresos,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Llamada telefónica,Crédito,0,Excel,"Efectivo,Transferencia interbancaria",no,,Ofrecer un producto sustituto,20%,6.0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Pablo
159,Splashbit,Grocery store (aka. nanostore),no,no,no,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Security cameras",No cambió,No cambió,yes,No lo hago,No lo hago,PEPS,yes,no,yes,WhatsApp,Efectivo,Efectivo,no,,,,,,Redes sociales,no,,Ninguna,no,Entrega a domicilio,,,,No creo que represente grandes ingresos,,,Totalmente de acuerdo,,,,,,,,,,,,,,,,,Ofrecer un producto sustituto,30%,0.0,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Pablo
160,Camisería Alfonso,Tailor (sastrería),no,yes,no,"Analog cash register,Dataphone (i.e. card payments),Security cameras,Smartphone",No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,PEPS,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,"Aplicación móvil,Redes sociales",no,,En físico ,no,Entrega a domicilio,,,2,No creo que represente grandes ingresos,,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,,Totalmente de acuerdo,"Email,En persona","Consignación,Descuento por compras anticipadas,Recompra",6-8%,Excel,Transferencia interbancaria,no,,"Informar al proveedor,Solicitar tiempo al cliente para conseguir el producto",20%,0.0,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Lourdes
161,El encanto ,Grocery store (aka. nanostore),yes,no,yes,"POS system (i.e. computer + bar code scanner + printer),Smartphone",No cambió,No cambió,yes,"Aplicación móvil (i.e. App) + smartphone,En Excel","Aplicación móvil (i.e. App) + smartphone,En Excel,En papel",PEPS,no,yes,yes,"Llamada a Teléfono celular,WhatsApp",Efectivo,Efectivo,no,,,,,,Teléfono celular ,no,,"Aplicación móvil,Excel",no,Ninguno,,,,"Es muy caro,No quiero involucrarme con la tecnología",Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,"En persona,Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Descuento por compras anticipadas,,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,,Perder la venta,10%,4.0,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Teresa
162,Textil Unicres,Grocery store (aka. nanostore),no,yes,no,Security cameras,No cambió,40,yes,En Excel,"En Excel,En papel",PEPS,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Transferencia interbancaria",Efectivo,no,,,,,,Aplicación móvil,no,,Excel,no,Recarga telefónica,,,4%,"Es muy caro,No quiero involucrarme con la tecnología",,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Mensaje de texto (SMS),"Crédito,Descuento por compras anticipadas",0,Excel,Transferencia interbancaria,no,,Solicitar tiempo al cliente para conseguir el producto,50% +,0.0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Ricardo 
163,La Gardenia,Micro-restaurant (aka. fondita),yes,no,yes,"POS system (i.e. computer + bar code scanner + printer),Smartphone",No cambió,40,yes,En Excel,"En Excel,En papel",PEPS,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Transferencia interbancaria",Efectivo,no,,,,,,Aplicación móvil,no,,Excel,,Recarga telefónica,,,,"Es muy caro,No quiero involucrarme con la tecnología",,,Ni de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Ricardo 
164,Talavera Puebla - Jesús es el señor ,Productos tradicionales ,no,yes,no,Smartphone,No cambió,40,yes,En Excel,"En Excel,En papel",PEPS,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Transferencia interbancaria",Efectivo,no,,,,,,Aplicación móvil,no,,Excel,,Recarga telefónica,,,,"Es muy caro,No quiero involucrarme con la tecnología",,,Ni de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Ricardo 
165,Xuti Galería ,productos tradicionales ,no,yes,no,Analog cash register,Aumentó 25%,40,yes,En papel,En papel,PEPS,yes,no,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,Redes sociales,no,,Cuaderno,no,"Recepción y entrega de paquetes (e.g. Amazon, Mercado Libre)",Tarde (12:00 - 7:00 pm),Automóvil,,"Es muy caro,No quiero involucrarme con la tecnología",Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Mensaje de texto (SMS),Mensajería instantánea (e.g. WhatsApp)",Descuento por compras anticipadas,1-2%,Cuaderno,Efectivo,yes,Disminuir la frecuencia de pedidos,"Informar al proveedor,Ofrecer un producto sustituto",20%,0.0,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Frida 
166,July Store,Grocery store (aka. nanostore),yes,no,no,"Analog cash register,Smartphone",Aumentó 25%,40,yes,En papel,En papel,PEPS,yes,no,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,Redes sociales,no,,Cuaderno,,"Recepción y entrega de paquetes (e.g. Amazon, Mercado Libre)",,,,"Es muy caro,No quiero involucrarme con la tecnología",,,Ni de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,"Informar al proveedor,Ofrecer un producto sustituto",,,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Frida 
167,Miscelánea rubí ,Grocery store (aka. nanostore),no,no,no,"Analog cash register,Smartphone",Aumentó 25%,40,yes,En papel,En papel,PEPS,yes,no,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,Redes sociales,no,,Cuaderno,,"Recepción y entrega de paquetes (e.g. Amazon, Mercado Libre)",,,,"Es muy caro,No quiero involucrarme con la tecnología",,,Ni de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,"Informar al proveedor,Ofrecer un producto sustituto",,,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Frida 
168,La fonda ,Micro-restaurant (aka. fondita),yes,no,yes,Smartphone,Aumentó 25%,40,yes,En papel,En papel,PEPS,yes,no,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,Redes sociales,no,,Cuaderno,,"Recepción y entrega de paquetes (e.g. Amazon, Mercado Libre)",,,,"Es muy caro,No quiero involucrarme con la tecnología",,,Ni de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,"Informar al proveedor,Ofrecer un producto sustituto",,,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Frida 
169,"Birria de Res ""Hermanos Negreros 2"" estilo Tijuana ",Micro-restaurant (aka. fondita),no,no,yes,Analog cash register,Aumentó 25%,40,yes,En papel,En papel,PEPS,yes,no,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,Redes sociales,no,,Cuaderno,,"Recepción y entrega de paquetes (e.g. Amazon, Mercado Libre)",,,,"Es muy caro,No quiero involucrarme con la tecnología",,,Ni de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,"Informar al proveedor,Ofrecer un producto sustituto",,,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Frida 
170,Restaurante el alfeñique ,Micro-restaurant (aka. fondita),no,no,yes,Smartphone,Aumentó 25%,40,yes,En papel,En papel,PEPS,yes,no,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,Redes sociales,no,,Cuaderno,,"Recepción y entrega de paquetes (e.g. Amazon, Mercado Libre)",,,,"Es muy caro,No quiero involucrarme con la tecnología",,,Ni de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,"Informar al proveedor,Ofrecer un producto sustituto",,,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Frida 
